;full_text;created_at;retweet_count;favorite_count;retweeted
856;Investing in a low carbon future. Read the inside story of how our deal-makers are using skills honed on oil and gas transactions to help #BP to advance the energy transition: https://t.co/Qy6gkRq3SM https://t.co/BQ6J73iayI;Thu Aug 22 13:13:02 +0000 2019;8;23;False
855;@WillyRose Hi Clive. Sorry you've been having trouble using the app. Please email our team at bpmeuk@bp.com and they'll help you out. Thanks ^AW;Thu Aug 22 15:14:51 +0000 2019;0;0;False
854;RT @beyondlimitsai: #AI is poised to play a key role in the evolution of #energy. @BeyondLimitsAI and @BP_America want to team up to bring…;Thu Aug 22 17:53:55 +0000 2019;6;0;False
853;@david_nebenzahl We're very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any additional details you have.;Thu Aug 22 18:38:09 +0000 2019;0;0;False
852;@Matthew97725434 Hi Matthew, we haven’t been known as British Petroleum since 2001;Fri Aug 23 08:33:53 +0000 2019;0;0;False
851;"@Chitra38524962 Hi, please ask your son to have a look at our careers website https://t.co/RoaKIEJykU - here he can search &amp; apply for roles with us 😀";Fri Aug 23 08:36:43 +0000 2019;0;0;False
850;@HardwickRalph These are the first ultra-fast chargers of 400 coming to our forecourts over the next few years - adding to the 7,000 chargers BP Chargemaster already operates;Fri Aug 23 08:38:14 +0000 2019;0;0;False
849;"📓 1 technology journalist
👩‍💻 👨‍💻 7 experts 
⏰ 15 minutes
The second BP Technology Outlook #podcast – Focus on Batteries – is out now https://t.co/uGIq6iUEwz";Fri Aug 23 10:27:51 +0000 2019;7;16;False
848;@SlhRabii007 @BPChargemaster You can find our team in Egypt on Facebook https://t.co/7aoCwWbpq3;Fri Aug 23 14:50:39 +0000 2019;0;0;False
847;1 year to go to the Paralympics. We’re excited. Are you? https://t.co/ELNrcKJHCQ https://t.co/WhNBPqotN4;Sun Aug 25 09:50:20 +0000 2019;200;1727;False
846;@WillyRose Hi Clive, we're sorry you're still having trouble. Our customer service team are working hard to get through all the enquiries. We'll chase this up for you and someone will be in touch. Thanks, ^FH;Sun Aug 25 10:57:38 +0000 2019;0;0;False
845;@joeyblower Hi Joey, we're really sorry you've had a bad experience but thank you for bringing this to our attention. We'll feed this back to the team to make sure this doesn't happen again. Thanks ^FH;Sun Aug 25 11:08:50 +0000 2019;0;0;False
844;"☀️🍻 #DidYouKnow @LightsourceBP &amp; @BudBrewingUKI recently signed the UK's biggest ever unsubsidised #solar power deal to brew @BudweiserUK with 100% #renewable electricity #NotBusinessAsUsual https://t.co/vVSr0hrqFY";Mon Aug 26 09:47:03 +0000 2019;14;21;False
843;@douglasrasbash Hi Douglas, the JV in Brazil will be formed of both parties's existing sites - the majority of which are located around 1,500 from the Amazon;Tue Aug 27 08:57:38 +0000 2019;0;0;False
842;Today we confirm the sale of our entire Alaska business to @HilcorpEnergyCo marking a significant step in our $10 billion divestment programme https://t.co/8gdoGjcIn3 https://t.co/xw6r6TQTab;Tue Aug 27 17:13:04 +0000 2019;35;42;False
841;"🤩The future of transport is exciting as we work together to identify solutions needed to drive the mobility revolution

📆Stay tuned for more on 8 October &amp; visit https://t.co/2WwEZxnTFe to see what BP is doing in this space https://t.co/vXr3JJTH6T";Wed Aug 28 08:54:35 +0000 2019;3;9;False
840;The world needs far fewer emissions. But it’s also demanding more energy. Is it possible to achieve both? Watch here 👇;Thu Aug 29 08:39:59 +0000 2019;180;600;False
839;@zuckerwatteherz We're committed to playing our part to help tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 to see just a few examples of the work we're doing to help the world transition to a low carbon future;Thu Aug 29 10:21:34 +0000 2019;1;3;False
838;@DJAthaLasos Hi Joe, have a look at https://t.co/WRsNwulCW1 to see the different ways we're working to help the world transition to a low carbon future;Thu Aug 29 10:22:43 +0000 2019;0;1;False
837;@Pammcfadden13 Hi Pam, we're in action across the business identifying new technologies to help the world transition to a low carbon future. Have a look at https://t.co/WRsNwulCW1 and check out our Advancing Low Carbon programme;Thu Aug 29 10:23:28 +0000 2019;0;1;False
836;"@joeyheroin Hi Joey, different sources of energy, including oil &amp; gas, are needed to meet growing global demand. We're working to make all forms of energy cleaner &amp; better";Thu Aug 29 14:07:04 +0000 2019;2;7;False
835;"@IntelligentMon3 Have a look at https://t.co/WRsNwulCW1 to see just a few of the low carbon technologies &amp; businesses we're investing in";Thu Aug 29 14:07:48 +0000 2019;0;1;False
834;"@Sanch3z599 We're committed to tackling the dual challenge &amp; are in action across the business identifying new low carbon technologies. Have a look at https://t.co/WRsNwulCW1 to see just a few examples of the work we're doing";Thu Aug 29 14:08:57 +0000 2019;0;1;False
833;"@TheTrashiesUK We're in action across the business working to help tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 to see just some of the work we're doing &amp; also check out our Advancing Low Carbon programme";Thu Aug 29 14:10:40 +0000 2019;0;0;False
832;@JennyNaiad Hi Jenny, we're in action across the business - have a look at https://t.co/WRsNwulCW1. We have also just announced the sale of our entire Alaska business - a major step in our divestment programme;Thu Aug 29 15:06:42 +0000 2019;0;1;False
831;@BMNperspective We've just turned on the first of 400 ultra-fast chargers, adding to the 7,000 chargers BP Chargemaster already operates in the UK;Thu Aug 29 15:38:13 +0000 2019;0;1;False
830;"@JennyNaiad Hi Jenny, it means that we're working across all areas of the business to identify &amp; pursue low carbon activities. Have a look at our Advancing Low Carbon programme to see more https://t.co/HgNDCKhe0I";Thu Aug 29 16:06:48 +0000 2019;0;0;False
829;@discoveryanc Hi Ryan, sources of energy like gas are still needed to meet growing global demand for energy. Gas is the smart partner to renewables as it burns 50% cleaner than coal in power generation.;Thu Aug 29 16:10:15 +0000 2019;0;0;False
828;"@JennyNaiad Jenny, Calysta's innovative technology has the potential to help meet the growing demand for feed in the aquaculture &amp; wider agriculture markets without some of the environmental impacts of current sourcing methods";Thu Aug 29 16:12:55 +0000 2019;0;0;False
827;@the80smovieclub *BP - and no, we're committed to playing our part to tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 to see what we're up to;Thu Aug 29 16:14:17 +0000 2019;0;0;False
826;RT @TuftsUniversity: While the @EPA is considering rolling back regulation of methane emissions, leaders in the oil and gas industry like @…;Thu Aug 29 21:40:25 +0000 2019;7;0;False
825;@richmiller76 Hi Richard, our portfolio spans an array of areas, including several sources of renewable energy including solar, wind and biofuels;Fri Aug 30 07:38:43 +0000 2019;0;1;False
824;"@sighhalicia Hi Ali, our position on climate change has always been clear &amp; consistent. We’re committed to helping the world transition to a low carbon future &amp; are working across the business to identify low carbon opportunities to support this https://t.co/WRsNwulCW1";Fri Aug 30 07:40:14 +0000 2019;0;0;False
823;"@bashrunway3 Hi Bash, thanks for the feedback! These topics may be covered in future episodes, but in the meantime you can check out our latest Energy Outlook report which talks about energy demand &amp; use across sectors";Fri Aug 30 07:41:54 +0000 2019;0;0;False
822;"@marhiver Hi Martina, our position on climate change has always been clear &amp; consistent. We’re committed to tackling the dual challenge &amp; are in action across the business identifying new ways to reduce emissions from our operations, improve our products &amp; invest in low carbon businesses";Fri Aug 30 07:43:51 +0000 2019;0;0;False
821;"@PhilwSaunders Hi Phil, we're investing in low carbon technologies &amp; businesses to help them grow and develop.";Fri Aug 30 09:38:33 +0000 2019;0;1;False
820;"@BearzGold We disagree with both the basis &amp; conclusions of reports relating to lobbying. Our position on climate change is clear &amp; consistent &amp; we're in action across the business identifying ways to tackle the dual challenge";Fri Aug 30 09:46:45 +0000 2019;0;1;False
819;"@AndyCarp18 We agree - which is why we teamed up with Forestry Scotland, RSPB &amp; the Woodland Trust to develop native woodland across Scotland";Fri Aug 30 09:51:13 +0000 2019;0;7;False
818;@the80smovieclub Have a look at https://t.co/sYNEbr9QLE for more on our commitment to the Gulf;Fri Aug 30 09:52:06 +0000 2019;0;0;False
817;Making charge points for #electricvehicles more widely available is a 🔑step on the journey to #netzero. That's why we're planning to roll out 400 ultra-fast charge points on BP forecourts across the #UK over the next few years #NotBusinessAsUsual https://t.co/WRsNwuDdNz https://t.co/K0f9waJBVV;Fri Aug 30 10:10:04 +0000 2019;8;17;False
816;@evcarmike Hi Mike, the first ultra-fast charges launched just over a week ago with more coming very soon.;Fri Aug 30 11:03:42 +0000 2019;0;0;False
815;@evcarmike Keep an eye on @BPChargemaster for more details soon!;Fri Aug 30 13:12:18 +0000 2019;0;0;False
814;@AMALALS43648752 Hi, this is a fraudulent email;Fri Aug 30 14:33:10 +0000 2019;0;0;False
813;From gaining a PhD in why volcanoes erupt when they do, to leading BP's #environmental engineering team in detecting methane emissions, Peter is used to hot topics;Sat Aug 31 12:02:00 +0000 2019;3;17;False
812;"Inside all #hybrid and #electricvehicles are hidden heroes of the #futureofmobility
🔩 greases that lubricate electric motors
🔗fluids that link the multiple motors 
🧪coolants that maintain performance of the battery
⚡ electronics and the motor https://t.co/qlY0O7F2ey";Sun Sep 01 11:23:19 +0000 2019;7;30;False
811;@MarkusWinston Hi Markus, we’re one of the biggest producers of wind energy in the US, where we currently operate 9 farms.;Mon Sep 02 06:46:26 +0000 2019;0;0;False
810;"@BishopWeston Hi Tony, we disagree with both the basis &amp; conclusions of reports relating to lobbying. We are committed to tackling the dual challenge &amp; are in action across the business identifying new low carbon opportunities";Mon Sep 02 06:50:33 +0000 2019;0;0;False
809;@jamieburridge1 Hi Jamie, last week we announced that we are selling our entire business in Alaska.;Mon Sep 02 06:51:54 +0000 2019;0;0;False
808;@InergusWGM Hi Gary, have a look here for more information on the growth of primary energy demand: https://t.co/GESbOrGgIe;Mon Sep 02 08:18:34 +0000 2019;0;0;False
807;"@Reubixd We disagree with both the basis &amp; conclusions of reports relating to lobbying. We're committed to tackling the dual challenge &amp; are in action across the business https://t.co/WRsNwulCW1";Mon Sep 02 08:19:29 +0000 2019;0;0;False
806;"@ALTransition Renewables are growing fast but account for just ~4% of global energy today. Dramatically increasing that takes time &amp; investments &amp; we are investing. Our portfolio includes several sources of renewable energy including solar, wind &amp; biofuels.";Mon Sep 02 08:21:42 +0000 2019;0;1;False
805;@jimbo_Roberts Did you know we've committed £10million to Future Woodlands Scotland to develop 15,00ha of native woodland in Scotland?;Mon Sep 02 08:25:21 +0000 2019;0;1;False
804;@ufo153 Hi Brian, we're in action across the business working to tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 to see just a few examples of what we're doing;Mon Sep 02 08:26:52 +0000 2019;0;0;False
803;@sibley12don Hi Don, we're in action across the business working to tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 … to see just a few examples of what we're doing;Mon Sep 02 08:27:59 +0000 2019;0;0;False
802;@AndyHarv1 Hi Andy, please visit https://t.co/sYNEbr9QLE to read more about our commitment to the Gulf;Mon Sep 02 08:31:02 +0000 2019;0;0;False
801;"@robdolphin66 Hi Robert, our portfolio includes several sources of renewable energy including solar, wind, biofuels &amp; more. We've also committed £10 million to Future Woodlands Scotland to help develop 15,000 ha of new native woodland in the region";Mon Sep 02 08:37:44 +0000 2019;0;0;False
800;RT @BP_UK: Ever wondered how @BPChargemaster chargers are installed? Check out this timelapsed footage of our brand new 150kW chargers bein…;Mon Sep 02 10:50:09 +0000 2019;32;0;False
799;"Smart moves, partnerships &amp; investments to deliver new energy solutions for a lower-carbon future. See for yourself why it is #NotBusinessAsUsual at BP: https://t.co/WRsNwuDdNz https://t.co/72Cn4YBL1N";Mon Sep 02 13:33:04 +0000 2019;6;14;False
798;@usilox47 Hi Lexxy, we haven't been known as British Petroleum since 2001.;Mon Sep 02 14:10:08 +0000 2019;0;0;False
797;@usilox47 Our portfolio spans an array of sources of energy, including oil and gas, solar, wind, biofuels and more 🙂Different sources of energy are needed to meet growing global demand;Mon Sep 02 14:45:12 +0000 2019;0;0;False
796;"🤔 What do you think the future of transport looks like? 
⬇️ Let us know what you think below
🔗 Visit https://t.co/2WwEZxnTFe to see what we think
📅  &amp; join us 8 October for POLITICO’s Connected Mobility Summit https://t.co/GefKzALExD";Tue Sep 03 08:09:41 +0000 2019;2;6;False
795;@verisilimitude The games are taking place in Tokyo 🙂;Tue Sep 03 08:28:25 +0000 2019;0;0;False
794;"@jimac111 We are investing heavily in different sources of renewable energy &amp; innovative low carbon technologies &amp; businesses. Have a look at https://t.co/WRsNwulCW1 for more";Tue Sep 03 08:29:42 +0000 2019;0;0;False
793;"@shoot2scoot Hi Chris, we're committed to tackling the dual challenge &amp; are in action across the business. Have a look at https://t.co/WRsNwulCW1 to see just a few examples of what we're doing &amp; check out our Advancing Low  Carbon programme";Tue Sep 03 08:32:38 +0000 2019;0;0;False
792;"@MiddenfaceMcM Different sources of energy, including oil &amp; gas are needed to meet growing demand. Renewables are growing fast but account for just ~4% of global energy today. Dramatically increasing that takes time &amp; investments &amp; WE ARE investing";Tue Sep 03 08:34:39 +0000 2019;0;1;False
791;#NAME?;Tue Sep 03 08:41:51 +0000 2019;0;0;False
790;RT @EnergyVoiceNews: Ending the stigma over issues of mental health ‘close to heart’ of @BP_UK chief: https://t.co/lxVrI88RwH;Tue Sep 03 09:12:26 +0000 2019;6;0;False
789;"RT @BP_UK: We’re proud to back @theogtc’s new Net Zero Solution Centre &amp; support the pursuit of net zero carbon in the UK Continental Shelf…";Tue Sep 03 09:41:51 +0000 2019;3;0;False
788;RT @IanDuffy_BP: Great to see @BP_plc #Ventures featured in the @FT with reference to two of our exciting investments @SolidiaCO2 and Calys…;Tue Sep 03 11:03:00 +0000 2019;3;0;False
787;"@Russell_Arnott Hi Russell, we disagree with the basis &amp; conclusions of reports relating to lobbying. Our position on climate change is clear &amp; consistent &amp; we are committed to playing our part to help the world transition to a low carbon future";Tue Sep 03 14:25:26 +0000 2019;0;0;False
786;@PeteG1001 Hi Pete, the link is working from our side. Hope it's working for you now?;Wed Sep 04 08:33:27 +0000 2019;0;0;False
785;"@vgm3vakb Hi John, we're in action across the business identifying new low carbon technologies &amp; businesses. Have a look at our Advancing Low Carbon programme to see some of the innovative things we're investing in this year alone https://t.co/HgNDCKhe0I";Wed Sep 04 08:34:31 +0000 2019;0;0;False
784;"@strategic_joe @rzeta0 Hi Joe, we disagree with both the basis &amp; conclusions of reports relating to lobbying. Our position on climate change is clear &amp; consistent and we are committed to helping the world transition to a low carbon future";Wed Sep 04 08:35:20 +0000 2019;0;0;False
783;@Crumb2ABrick Have a look at https://t.co/WRsNwulCW1 to see just a few examples of the exciting low carbon work we're doing across the business. Also check out our Advancing Low Carbon programme https://t.co/HgNDCKhe0I;Wed Sep 04 08:36:36 +0000 2019;0;0;False
782;"@cartersf Stephen, we disagree with both the basis &amp; conclusions of reports relating to lobbying. Our position is clear &amp; consistent. We are committed to helping the world transition to a low carbon future &amp; are making key investments to support this https://t.co/WRsNwulCW1";Wed Sep 04 08:37:44 +0000 2019;0;0;False
781;"@cpsross We can’t commit to stop new oil &amp; gas because current supply would run out very quickly &amp; the world would grind to a halt. Renewables are growing fast but account for just ~4% of global energy today. Dramatically increasing that takes time &amp; investments &amp; WE ARE investing";Wed Sep 04 08:39:21 +0000 2019;0;0;False
780;"@Sustainlivelife Hi Michael, with our global scale, know-how &amp; experience, we believe that we do have an important role to play here";Wed Sep 04 08:41:01 +0000 2019;0;0;False
779;⚡🚗 @BPChargemaster recently turned on the first of 400 ultra-fast chargers coming to BP forecourts in the UK over the next few years #NotBusinessAsUsual;Wed Sep 04 09:00:00 +0000 2019;3;12;False
778;#NAME?;Wed Sep 04 10:00:55 +0000 2019;0;1;False
777;"@cartersf As we said Stephen, we disagree with the basis &amp; conclusions of these reports.";Wed Sep 04 10:22:41 +0000 2019;0;0;False
776;@BaileyPotions Hi Bailey, we're really sorry to hear this! Could you let us know what BP forecourt you were at so we can ensure this is addressed? Thanks ^KP;Wed Sep 04 14:37:53 +0000 2019;0;0;False
775;@elliemayoliver Hi Ellie, could we confirm you're checking the same email you're signed up to the BPme app with? Perhaps check your junk and spam folders too. Let us know how you get on! Thanks ^KP;Wed Sep 04 14:49:09 +0000 2019;0;0;False
774;@elliemayoliver sorry to hear this! That seems very strange. If you contact our team on BPmeRewards@bp.com or call 0800 402402 they'll be able to help. Thanks ^KP;Wed Sep 04 14:50:59 +0000 2019;0;0;False
773;RT @ftlive: An insightful keynote interview with Brian Gilvary, Chief Financial Officer at BP is underway at #FTFIF19 @SPE_OE in Aberdeen.…;Wed Sep 04 14:54:00 +0000 2019;5;0;False
772;"Speaking at the first @ftlive Oil &amp; Gas Finance Investor Forum @SPE_OE, BP CFO Brian Gilvary discussed the energy transition &amp; BP’s investment strategy for tackling the #dualchallenge https://t.co/Q6J79dAHZF";Wed Sep 04 14:59:16 +0000 2019;3;7;False
771;"RT @OneYoungWorld: Welcome to the @OneYoungWorld @PwC &amp; @BP_plc London Caucus this evening hosted by @britishmuseum 🇬🇧 We'll be hearing fro…";Wed Sep 04 18:41:09 +0000 2019;10;0;False
770;@CubanDancer36 Hi there, how can we help? ^FH;Thu Sep 05 08:27:26 +0000 2019;0;0;False
769;@GingerBuddah Hi there, we're sorry that you're still waiting for a response. We take our customer feedback very seriously. Please can we have your email address? We'll then make sure someone gets back to you as soon as possible. Thanks ^FH;Thu Sep 05 08:35:21 +0000 2019;0;0;False
768;@bigjohnlimit Hi there, we're very sorry to hear that you've had trouble using the app. Please get in touch with our team at BPmeRewards@bp.com and they will be able to help you. Thanks ^FH;Thu Sep 05 08:40:44 +0000 2019;0;0;False
767;🙌 https://t.co/vorg1nPycx;Thu Sep 05 14:13:18 +0000 2019;1;7;False
766;"RT @OneYoungWorld: A huge thank you to our keynote speakers, panellists &amp; young leaders who attended the @OneYoungWorld @BP_plc &amp; @PwC_UK L…";Thu Sep 05 14:25:01 +0000 2019;8;0;False
765;"@StephenGeoRae Hi Stephen, we disagree with both the basis &amp; conclusions of this report. We’re committed to playing our part to tackle the dual challenge &amp; are in action across the business to do this - have a look https://t.co/WRsNwulCW1";Thu Sep 05 15:29:56 +0000 2019;0;0;False
764;"RT @ParalympicsGB: “It’s great to be supporting the BPA – an organisation that helps athletes and inspires the wider community.” 

@BP_UK s…";Fri Sep 06 08:43:24 +0000 2019;6;0;False
763;"In our latest #BPTechnologyOutlook #podcast, get a deeper insight into how #battery technologies are evolving &amp; how our idea of what makes a good battery may have been wrong all along. Listen now: https://t.co/g7vJW9wuZP";Fri Sep 06 11:36:47 +0000 2019;7;16;False
762;"@pamspositive Hi Pamela, our portfolio includes solar @LightsourceBP &amp; wind (we current operate 9 wind farms in the US), as well as biofuels &amp; much more! Have a look https://t.co/WRsNwulCW1";Sat Sep 07 17:01:49 +0000 2019;0;0;False
761;"With help from her 'carbon lens' &amp; vision for the refineries of the future, Carolyn is working to identify the best ways to reduce emissions &amp; help #BP meet its targets";Sun Sep 08 10:30:00 +0000 2019;4;19;False
760;@Donna_mac89 Hi Donna. We're really sorry to hear this. Please can you let us know which BP site it happened at and we'll get our team to look into it? Thanks ^AW;Mon Sep 09 09:04:49 +0000 2019;0;0;False
759;"Wishing our BP supported athletes Aya Abbas🇪🇬, Nika Tvauri🇬🇪&amp; Toh Wei Soong🇸🇬and all those competing the best of luck at The World Para Swimming Allianz Championships! https://t.co/8JSKYz7lOl";Mon Sep 09 10:07:20 +0000 2019;3;9;False
758;Another exciting project from @LightsourceBP 🙌☀️and another example of why at BP it's #NotBusinessAsUsual https://t.co/ZsOUIDSTys;Mon Sep 09 10:32:13 +0000 2019;6;19;False
757;"@Cryptotraveller Different sources of energy, including oil &amp; gas are needed to provide the energy the world needs. Renewables are growing but currently account for just ~4% of global energy. Dramatically increasing that will take time &amp; investment &amp; we are investing";Mon Sep 09 12:37:33 +0000 2019;0;0;False
756;"@RichardLAshwell Hi Richard, we disagree with both the basis &amp; conclusions of reports relating to lobbying. We're committed to tackling the dual challenge &amp; are in action across the business - have a look https://t.co/WRsNwulCW1";Mon Sep 09 15:45:08 +0000 2019;0;0;False
755;@Dragon17xrt Please visit https://t.co/sYNEbr9QLE to read more about our commitment to the Gulf;Tue Sep 10 07:56:20 +0000 2019;0;0;False
754;@Donna_mac89 Thanks Donna. We've passed it on to our team and someone will be in touch. In the meantime you can contact them at careline@bp.com or on 0800402402 if you'd like to speak to someone in person. Thanks ^AW;Tue Sep 10 08:42:47 +0000 2019;0;0;False
753;Today we announce an industry first methane measurement approach for all new major oil and gas projects. Part of an ambitious project for how we detect, measure and reduce methane emissions.;Tue Sep 10 11:25:35 +0000 2019;94;307;False
752;"@theSeanPower Hi Sean, we're in action across the business pursing new low carbon activities - have a look at https://t.co/WRsNwulCW1 &amp; check out our Advancing Low Carbon programme to see the 50+ low carbon technologies &amp; businesses we're investing in this year alone https://t.co/HgNDCKhe0I";Tue Sep 10 12:46:47 +0000 2019;0;0;False
751;RT @C2ES_org: Methane accounts for 10% of U.S. GHG emissions. But it's also a more powerful climate pollutant pound-for-pound. @BP_plc is s…;Tue Sep 10 19:19:39 +0000 2019;9;0;False
750;@theSeanPower Hi Sean, please visit https://t.co/sYNEbr9QLE to read more about our commitment to the Gulf;Wed Sep 11 08:16:10 +0000 2019;0;0;False
749;@mmarkjm ...helping the world to transition to a low carbon future! Have a look at some of the work we're doing https://t.co/WRsNwulCW1;Wed Sep 11 08:17:06 +0000 2019;0;0;False
748;@EHCMcKee Hi Robert, please visit https://t.co/sYNEbr9QLE to read about our commitment to the Gulf;Wed Sep 11 08:17:52 +0000 2019;0;0;False
747;"@timinbarking Hi Tim, different sources of energy, including oil &amp; gas, are still needed to meet growing global demand. What we're doing to working to make all types of energy cleaner &amp; better through technology like this";Wed Sep 11 08:19:47 +0000 2019;0;1;False
746;"@geogramblings Different sources of energy, including oil &amp; gas are still needed to meet growing global demand. Renewables &amp; growing fast but still account for only ~4% of global energy. Dramatically increasing this will take time &amp; investment &amp; we are investing heavily!";Wed Sep 11 08:22:00 +0000 2019;0;0;False
745;"@johshaw Hi John, we're committed to tackling the dual challenge &amp; are in action across the businesses to do this. Have a look at https://t.co/WRsNwulCW1 to see a few examples &amp; check out our Advancing Low Carbon programme to see the low carbon technologies &amp; businesses we're investing in";Wed Sep 11 08:23:14 +0000 2019;0;0;False
744;"@AdamJen94359987 Different sources of energy, including oil &amp; gas are still needed to meet growing global demand. Renewables &amp; growing fast but still account for only ~4% of global energy. Dramatically increasing this will take time &amp; investment &amp; we are investing heavily!";Wed Sep 11 08:23:26 +0000 2019;0;0;False
743;"@geogramblings We share the concerns about the future &amp; recognise the world is on an unsustainable path &amp; that more needs to be done to fix that. We're committed to playing our part to advance the energy transition &amp; are making big investments to do this";Wed Sep 11 08:36:51 +0000 2019;0;0;False
742;"@DuncanGiddens Hi Duncan, different sources of energy including oil &amp; gas are still needed to meet growing global demand. Renewables are growing fast but still account for just ~4% of global energy. Drastically increasing this takes time &amp; investment &amp; we are investing heavily";Wed Sep 11 09:46:34 +0000 2019;0;0;False
741;"@DuncanGiddens Have a look at https://t.co/WRsNwulCW1 to see a few examples of what we're doing &amp; check out our Advancing Low Carbon programme to see the 50+ low carbon technologies &amp; businesses we're investing in this year alone https://t.co/HgNDCKhe0I";Wed Sep 11 09:47:47 +0000 2019;0;1;False
740;"@GreenRonaldS Hi Ronald, different sources of energy including oil &amp; gas are still needed to meet growing global demand. Renewables are growing fast but still account for just ~4% of global energy. Drastically increasing this takes time &amp; investment &amp; we are investing heavily";Wed Sep 11 09:51:54 +0000 2019;0;0;False
739;"@crisortunity Hi Leo, we're committed to tackling the dual challenge &amp; are in action across the business to support this. Have a look at https://t.co/WRsNwulCW1 to see a few examples of the low carbon work we're doing!";Wed Sep 11 10:50:47 +0000 2019;0;0;False
738;"@MariaArdley @crisortunity Hi Maria,Growing &amp; emerging economies will still need access to affordable energy in the years to come. That is why we continue to invest in oil &amp; gas operations. This is a transition, and not simply a race to renewables";Wed Sep 11 10:52:00 +0000 2019;0;0;False
737;"@Medebourne We disagree with both the basis and conclusions of this report. Our position on climate change and the energy transition is public, clear, &amp;consistent. We are committed to a low carbon future and welcome a faster transition. Have a look at https://t.co/WRsNwulCW1";Wed Sep 11 10:56:12 +0000 2019;0;0;False
736;RT @BusinessGreen: Can drones and camera technology help plug BP's methane leaks?  https://t.co/HXbeNut9NV;Wed Sep 11 11:03:47 +0000 2019;6;0;False
735;"@crisortunity @MariaArdley Leo, our strategy is backed by a framework to reduce emissions from our operations, improve our products &amp; create low carbon businesses. We're committed to this &amp; to providing the energy the world needs. Renewables are growing fast but currently account for just ~4% of energy";Wed Sep 11 11:11:48 +0000 2019;0;0;False
734;"@crisortunity @MariaArdley Drastically increasing that takes time &amp; investment &amp; WE ARE investing heavily. We continue to explore for better oil which low cost / high margin – for example if it’s:
- economic to produce
- low risk to bring to market, and
- lower carbon from an emissions standpoint";Wed Sep 11 11:13:21 +0000 2019;0;0;False
733;@ConnectlolGary Please visit https://t.co/sYNEbr9QLE to read more about our commitment to the Gulf;Wed Sep 11 12:46:39 +0000 2019;0;0;False
732;"@crisortunity Leo, Growing &amp; emerging economies will still need access to affordable energy in the years to come. That is why we continue to invest in oil &amp; gas operations. But not all the oil that’s out there will be used 1/2";Wed Sep 11 13:03:21 +0000 2019;0;0;False
731;"@crisortunity We look for 'advantaged oil' which is low cost / high margin – for example if it’s:
- economic to produce
- low risk to bring to market, and
- lower carbon from an emissions standpoint 2/2";Wed Sep 11 13:03:57 +0000 2019;0;0;False
730;"We’re leading the way on tackling emissions by introducing a new, industry-first programme of continuous measurement of methane at all new major oil &amp; gas projects";Thu Sep 12 08:42:08 +0000 2019;13;46;False
729;"@bashrunway3 Hi, the programme is already being tested &amp; installed at existing sites like our Khazzan field in Oman";Thu Sep 12 09:08:44 +0000 2019;0;0;False
728;@existais Please visit https://t.co/sYNEbr9QLE to read about our commitment to the Gulf;Thu Sep 12 09:09:31 +0000 2019;1;0;False
727;"@_Sophie_Curtis Hi Sophie, we're committed to playing our part to help tackle the dual challenge. Have a look at https://t.co/WRsNwulCW1 to see a few examples of our work &amp; check out our Advancing Low Carbon programme which encourages every part of the company to pursue low carbon opportunities";Thu Sep 12 09:11:13 +0000 2019;0;0;False
726;"@JeremyCaddick Hi Jeremy, oil &amp; gas are currently still needed to meet growing global demand. Renewables are growing fast but still account for just ~4% of global energy. Drastically increasing this will take time &amp; investment and we are investing heavily here";Thu Sep 12 10:57:33 +0000 2019;0;1;False
725;@krnlg Hi Josh, natural gas has a key role to play in the energy transition and is the smart partner to renewables as it offers a reliable source of energy but with 50% emissions than coal when burned in power generation https://t.co/FUCdCUIYcI;Thu Sep 12 13:55:33 +0000 2019;0;0;False
724;@bashrunway3 The programme will be employed at at new and existing BP-operated Upstream assets https://t.co/H6F0Oxb1lP;Thu Sep 12 14:07:04 +0000 2019;0;0;False
723;A great example of how the world is meeting growing energy demand but in smarter, cleaner ways ⬇️ https://t.co/JapdPmUSst;Thu Sep 12 14:48:31 +0000 2019;1;11;False
722;@bashrunway3 During production, gas is sometimes flared for safety and operational reasons. These flare monitors will allow us to measure for methane that cane escape during this process;Thu Sep 12 15:24:37 +0000 2019;0;0;False
721;"@lawrencecarter1 Lawrence, we disagree with both the basis &amp; conclusions of this report. Our position on climate change is clear &amp; consistent. We support well-designers regulations";Thu Sep 12 19:12:54 +0000 2019;0;0;False
720;RT @MorrellGeoff: Great piece from ⁦@WSJ⁩ on how Calysta, the start-up we recently invested in that’s making fish food from natural gas, co…;Thu Sep 12 19:56:39 +0000 2019;5;0;False
719;@nomadreturns The majority of the sites that make up our biofuels business in Brazil are located around 1,500km from the Amazon;Fri Sep 13 08:17:46 +0000 2019;0;0;False
718;@krnlg Hi Josh, have a look at our latest Energy Outlook to read more about the various transition scenarios https://t.co/bCIe7JIXPi;Fri Sep 13 08:19:17 +0000 2019;0;0;False
